,movie,year,imdb,metascore,votes
2727,Ghosts of War,(2020),5.6,38        ,"9,585"
2728,321 Action,(2020),1.0,,"9,550"
2729,Khaali Peeli,(2020),2.2,,"9,550"
2730,Kadaver,(2020),5.1,,"9,529"
2731,Miami Bici,(2020),6.6,,"9,452"
2732,Hunter Hunter,(2020),6.4,61        ,"9,363"
2733,Shubh Mangal Zyada Saavdhan,(2020),5.9,,"9,358"
2734,Clouds,(I) (2020),7.5,55        ,"9,328"
2735,Kimetsu no Yaiba: Natagumo Yama Hen,(2020),8.9,,"9,244"
2736,Shakuntala Devi,(2020),6.1,,"9,242"
2737,Balle perdue,(2020),6.3,78        ,"9,210"
2738,BAC Nord,(2020),6.9,,"9,164"
2739,Nakitai watashi wa neko o kaburu,(2020),6.7,,"9,147"
2740,Words on Bathroom Walls,(2020),7.1,61        ,"9,073"
2741,Wander,(I) (2020),4.8,54        ,"9,012"
2742,2067,(2020),4.9,39        ,"9,002"
2743,Jawaani Jaaneman,(2020),6.5,,"8,859"
2744,Black Is King,(2020),5.8,84        ,"8,754"
2745,Shams Al-Ma'arif,(2020),8.1,,"8,696"
2746,Tesla,(I) (2020),5.1,67        ,"8,680"
2747,I'm Your Woman,(2020),6.2,63        ,"8,666"
2748,Mortal,(I) (2020),6.0,20        ,"8,662"
2749,Jusqu'au déclin,(2020),6.0,,"8,654"
